geoid,year,median_income,median_rent,population,previous_population,renter_households,rent_burden_pct,dwellings_total,dwellings_single_detached,dwellings_semi_detached,dwellings_row_house,dwellings_apt_duplex,dwellings_apt_low_rise,dwellings_apt_high_rise,owner_households,tenure_renter_households
5350137.00,2021,89000.0,1510.0,6916,7077,2000,39.1,3375,775,335,90,60,540,1570,1370,2005
5350138.00,2021,194000.0,1500.0,3010,3103,355,32.4,1135,735,5,0,5,255,135,785,355
5350139.01,2021,112000.0,1860.0,4316,4167,845,47.9,1965,695,45,5,40,350,840,1110,845
5350139.02,2021,198000.0,1400.0,2440,2542,210,47.6,890,565,60,5,40,130,85,655,205
5350140.00,2021,286000.0,2160.0,2341,2408,120,45.8,780,640,0,15,45,75,0,660,125
5350141.01,2021,168000.0,1700.0,4493,4320,380,44.4,1665,865,445,10,40,270,35,1325,380
5350141.02,2021,188000.0,1700.0,4653,4477,235,48.9,1620,1140,250,0,70,155,0,1330,240
5350142.00,2021,151000.0,1620.0,5589,5810,740,34.7,2175,1195,195,20,80,525,160,1445,735
5350150.00,2021,164000.0,1380.0,4210,4201,355,49.3,1585,1160,45,0,80,265,35,1230,350
5350151.00,2021,66000.0,1030.0,3756,3784,920,23.1,1520,105,500,15,10,230,645,610,920
5350152.00,2021,130000.0,1620.0,4653,4545,305,36.1,1785,880,475,45,85,295,0,1445,305
5350153.00,2021,88000.0,1200.0,4460,4462,410,29.6,1675,870,315,30,140,320,0,1255,415
5350154.00,2021,75000.0,1300.0,6192,6157,780,38.5,2770,830,190,35,90,350,1270,2000,785
5350155.00,2021,59600.0,680.0,3080,3128,570,24.8,1240,325,225,50,105,115,420,610,565
5350156.01,2021,55200.0,1070.0,5700,5688,1745,30.5,2290,340,200,5,45,110,1585,590,1745
5350156.02,2021,78000.0,1040.0,2810,2811,455,46.2,1065,410,135,105,90,325,0,620,450
5350157.00,2021,72000.0,1280.0,2716,2635,540,34.3,1035,310,65,5,40,305,300,470,540
5350158.00,2021,57600.0,1130.0,3036,2848,800,34.8,1320,305,75,10,70,370,490,555,800
5350159.01,2021,83000.0,1290.0,3506,3487,395,38.0,1270,610,165,0,135,360,5,815,395
5350159.02,2021,88000.0,1350.0,4865,4723,590,36.5,1790,790,220,10,225,370,180,1230,585
5350160.00,2021,89000.0,1300.0,3152,3116,355,38.0,1155,490,215,0,125,325,0,780,355
5350161.00,2021,86000.0,1270.0,6885,6839,1015,39.4,2555,1195,235,20,315,640,150,1560,1015
5350162.00,2021,77000.0,1310.0,4846,5119,870,44.5,1910,735,310,0,165,370,330,1050,865
5350163.00,2021,85000.0,1230.0,4308,4358,825,43.6,1745,610,245,10,135,740,0,915,820
5350164.00,2021,89000.0,1390.0,6002,6258,1000,38.5,2420,755,495,10,255,480,425,1430,1000
5350165.00,2021,93000.0,1280.0,4209,4370,925,36.4,1830,590,190,0,105,705,240,925,925
5350166.00,2021,115000.0,1310.0,4024,4180,765,48.7,1625,810,0,0,10,430,360,875,765
5350167.01,2021,74000.0,1520.0,2446,1879,1250,49.0,1540,0,0,0,0,235,1305,315,1255
5350167.02,2021,70000.0,1350.0,5745,5815,2320,43.9,2875,410,50,0,30,1175,1210,525,2315
5350168.00,2021,64500.0,1020.0,5674,5475,1590,40.4,2565,670,215,0,115,785,785,965,1590
5350169.01,2021,84000.0,1280.0,3587,3472,695,34.1,1420,510,65,5,205,425,210,690,695
5350169.02,2021,79000.0,1410.0,7596,7464,1935,35.0,3255,360,5,60,110,535,2170,1370,1935
5350170.00,2021,84000.0,1500.0,3407,3321,465,37.4,1265,745,95,5,110,310,0,790,460
5350171.00,2021,65500.0,1060.0,3914,4055,850,25.3,1490,435,80,15,75,240,640,625,845
5350172.00,2021,59200.0,1060.0,2505,2522,865,33.7,1085,230,0,0,5,845,5,225,865
5350173.00,2021,63200.0,1060.0,3586,3694,745,33.8,1400,420,45,40,110,375,395,645,745
5350174.00,2021,73000.0,1250.0,7062,7264,1375,41.0,2620,225,30,280,35,355,1695,1295,1375
5350175.01,2021,61200.0,1150.0,5963,6036,1395,42.2,2350,400,90,10,60,355,1435,975,1390
5350175.02,2021,56400.0,1250.0,8672,7679,3250,43.8,3920,185,60,140,30,260,3250,670,3245
5350176.00,2021,97000.0,1130.0,4261,4277,465,43.0,1650,1050,55,5,130,375,35,1165,470
5350180.00,2021,70000.0,1230.0,6462,6556,1990,31.1,2755,450,185,160,180,150,1600,760,1995
5350181.01,2021,110000.0,1500.0,4382,4313,390,40.3,1820,1140,230,20,155,155,125,1430,390
5350181.02,2021,82000.0,1230.0,3546,3552,740,33.3,1555,730,90,0,120,145,465,810,745
5350182.00,2021,117000.0,1340.0,5407,5531,415,38.6,2140,1220,470,15,200,235,0,1735,410
5350183.01,2021,106000.0,1280.0,2623,2603,245,43.8,1005,635,135,5,120,105,0,730,245
5350183.02,2021,119000.0,1400.0,4035,3938,310,38.7,1575,515,710,10,90,250,5,1255,315
5350184.01,2021,74500.0,1100.0,5008,5108,1175,40.4,2230,525,395,5,130,315,845,1080,1175
5350184.02,2021,82000.0,1170.0,3671,3768,825,28.8,1610,590,140,0,130,305,445,805,820
5350185.01,2021,66500.0,1300.0,6836,6810,2360,42.9,3280,315,390,75,60,490,1955,895,2365
5350185.02,2021,71500.0,1300.0,4244,4689,1285,38.6,1995,530,60,10,80,280,1050,730,1290
5350186.00,2021,159000.0,1600.0,2382,2416,340,48.5,915,590,15,30,15,225,45,570,345
5350187.00,2021,118000.0,1620.0,3473,3448,245,37.5,1335,1030,25,0,175,110,0,1080,245
5350188.00,2021,108000.0,1200.0,2031,2017,205,26.8,785,590,5,0,100,25,60,570,205
5350189.00,2021,74000.0,1300.0,5655,5462,1350,41.9,2265,595,115,20,55,345,1140,960,1350
5350190.01,2021,67000.0,1370.0,8588,9127,1995,43.6,3260,160,5,30,25,80,2955,1260,1995
5350190.02,2021,64500.0,1100.0,4612,4765,1400,35.6,1970,590,10,15,80,460,810,585,1400
5350191.00,2021,88000.0,1210.0,4372,4229,625,42.4,1775,1080,0,25,155,470,45,1115,630
5350192.00,2021,56000.0,1030.0,843,905,280,51.9,415,50,5,80,5,230,45,155,275
5350193.00,2021,116000.0,1820.0,3264,3314,390,42.3,1035,715,0,0,5,5,310,600,395
5350194.01,2021,65500.0,1330.0,7821,8145,1980,36.0,2040,0,0,0,0,0,2040,60,1980
5350194.02,2021,68500.0,1580.0,4717,5013,1485,39.8,1495,0,0,0,0,0,1490,15,1485
5350194.03,2021,51200.0,1160.0,2700,2933,1160,32.3,1150,0,0,0,0,0,1150,10,1165
5350194.04,2021,76000.0,1580.0,5399,5017,1445,34.6,2385,5,0,80,0,375,1920,915,1450
5350195.01,2021,153000.0,1210.0,4425,4483,450,32.2,1580,735,475,0,5,315,45,1125,445
5350195.02,2021,141000.0,1600.0,2384,2317,135,44.4,940,380,205,45,5,235,65,795,135
5350196.01,2021,138000.0,1510.0,1942,1977,190,39.5,770,515,5,0,0,55,200,580,195
5350196.02,2021,148000.0,1530.0,5577,5635,660,49.2,2235,1350,100,20,20,585,155,1585,660
5350200.02,2021,54400.0,1170.0,1049,981,565,53.1,640,70,5,0,5,445,110,90,565
5350201.00,2021,80000.0,1300.0,5528,5371,1330,41.0,2735,375,85,330,80,710,1155,1385,1335
5350202.00,2021,112000.0,1310.0,1640,1647,205,34.1,645,430,10,5,55,150,0,460,205
5350203.00,2021,90000.0,1320.0,3425,3160,655,42.0,1520,645,55,25,85,485,225,840,655
5350204.00,2021,77500.0,1170.0,4596,4537,1100,33.2,2170,900,125,0,100,700,345,1075,1105
5350205.00,2021,,,144,149,,,0,0,0,0,0,0,0,,
5350206.01,2021,84000.0,1300.0,5106,4217,1080,37.2,2485,595,55,0,90,1065,670,1395,1080
5350206.02,2021,81000.0,1270.0,6294,5867,1550,42.2,2810,950,50,90,145,940,635,1270,1550
5350207.00,2021,77500.0,1180.0,2597,2605,435,46.0,1140,490,15,0,40,585,0,645,435
5350208.00,2021,57600.0,1050.0,4165,4172,1420,39.2,1960,165,65,260,60,610,800,590,1420
5350209.00,2021,61600.0,980.0,2862,2718,790,27.6,1355,420,60,35,80,460,290,545,790
5350210.01,2021,136000.0,1660.0,3703,3083,145,41.4,985,395,75,390,50,75,0,855,150
5350210.03,2021,91000.0,2060.0,6959,5206,1585,45.7,4160,0,0,40,0,0,4120,2640,1585
5350211.00,2021,101000.0,1400.0,6884,6350,670,36.6,2630,1530,380,5,190,285,235,1955,675
5350212.00,2021,114000.0,1550.0,5712,5704,440,47.1,2155,1370,185,80,115,260,145,1720,435
5350213.01,2021,114000.0,1600.0,2658,2666,155,25.8,985,885,0,0,35,10,45,820,150
5350213.02,2021,90000.0,1980.0,6301,6045,1165,45.0,3310,130,0,15,20,20,3125,2175,1165
5350214.00,2021,99000.0,1900.0,6728,5069,785,48.1,3185,890,65,340,95,120,1675,2370,785
5350215.00,2021,107000.0,1370.0,7151,6748,715,47.6,2885,1545,75,395,115,415,340,2165,720
5350216.00,2021,140000.0,1560.0,5489,5532,375,46.7,2135,1670,0,50,45,155,210,1750,380
5350217.00,2021,62800.0,1220.0,5900,5692,2400,37.8,2835,280,15,0,10,2180,345,440,2400
5350218.00,2021,174000.0,2200.0,2674,2652,135,40.7,1015,855,0,0,15,30,110,920,130
5350219.00,2021,136000.0,1420.0,4531,4427,285,35.7,1645,1460,0,0,45,20,115,1330,280
5350220.00,2021,103000.0,1400.0,4196,4177,620,30.9,1545,780,5,80,25,155,510,955,620
5350221.01,2021,106000.0,1540.0,6363,6377,505,45.5,2675,985,0,205,15,0,1470,2135,505
5350221.02,2021,81000.0,1540.0,5269,5202,1300,37.7,2060,435,0,5,20,50,1550,765,1305
5350222.01,2021,99000.0,1860.0,7105,6699,685,43.4,2795,920,20,170,30,435,1215,2120,690
5350222.02,2021,87000.0,1330.0,4985,5141,875,37.1,1745,810,25,0,20,0,890,860,870
5350223.01,2021,160000.0,3000.0,1522,1522,40,0.0,525,485,0,0,25,10,0,495,35
5350223.02,2021,147000.0,2000.0,2180,2136,80,25.0,760,695,5,15,15,35,0,680,80
5350224.00,2021,190000.0,1390.0,1650,1696,35,0.0,570,550,0,0,10,0,5,540,30
5350225.01,2021,93000.0,1580.0,5209,4981,1100,39.2,2475,450,15,50,10,110,1835,1380,1100
5350225.02,2021,72000.0,1660.0,10827,9706,4015,35.3,5430,5,0,70,0,15,5340,1415,4020
5350226.00,2021,196000.0,1880.0,2813,3167,80,62.5,1005,895,65,0,5,30,0,905,85
5350227.00,2021,228000.0,1270.0,1752,1750,85,35.3,655,550,0,0,5,100,0,575,80
5350228.00,2021,142000.0,2600.0,3144,3131,460,47.8,1430,515,5,45,10,200,660,960,460
5350229.00,2021,258000.0,,1226,1223,25,60.0,385,365,0,0,5,15,0,375,25
5350230.01,2021,101000.0,1640.0,2649,2537,430,46.5,1140,435,0,5,5,60,635,685,425
5350230.02,2021,85000.0,1570.0,6558,6537,1385,35.4,2675,555,80,115,10,65,1850,1315,1385
5350231.00,2021,129000.0,1300.0,6273,6461,920,41.8,2470,1575,0,0,15,810,60,1550,920
5350232.00,2021,208000.0,1600.0,3820,3825,65,45.5,1315,1250,5,40,10,15,0,1220,70
5350233.00,2021,131000.0,1580.0,5707,5530,490,26.8,2015,1530,5,15,20,0,440,1550,495
5350234.00,2021,120000.0,1210.0,4531,4524,280,32.1,1590,1250,0,205,40,65,30,1305,285
5350235.01,2021,129000.0,1600.0,2902,2841,65,38.5,1020,890,40,60,35,0,0,920,60
5350235.02,2021,94000.0,1470.0,5166,5277,385,44.2,1990,805,85,0,30,0,1060,1605,390
5350236.01,2021,86000.0,1500.0,6949,6646,775,38.1,2665,535,95,220,35,5,1765,1885,780
5350236.02,2021,106000.0,1600.0,5902,5946,375,40.0,2240,965,235,355,15,0,665,1900,370
5350237.01,2021,74000.0,1240.0,6641,6816,1380,38.6,2380,320,445,70,75,5,1465,1005,1380
5350237.02,2021,110000.0,1320.0,3003,2986,205,26.8,1040,820,0,35,70,10,105,845,200
5350237.03,2021,78500.0,1580.0,5935,5638,1880,44.1,2630,440,90,190,35,0,1875,740,1885
5350238.01,2021,130000.0,1780.0,3500,3350,380,53.9,1300,940,0,75,20,0,270,905,375
5350238.02,2021,83000.0,1350.0,5306,5244,935,40.9,1960,755,15,0,40,5,1145,1095,935
5350239.00,2021,84000.0,1450.0,6715,6481,1285,28.8,2400,760,75,210,45,85,1225,1045,1290
5350240.01,2021,133000.0,1820.0,3377,3366,85,41.2,1245,1130,0,55,45,10,0,1175,85
5350240.02,2021,78000.0,1500.0,6089,6043,1215,44.2,2545,530,60,35,55,110,1750,1380,1215
5350241.00,2021,120000.0,2140.0,2772,3231,135,48.1,990,875,0,0,85,25,5,845,130
5350242.00,2021,72000.0,795.0,1566,1674,275,10.9,575,265,0,25,40,35,215,265,275
5350243.01,2021,71500.0,1600.0,6212,6658,785,42.6,2110,70,0,0,5,0,2040,1325,790
5350243.02,2021,79500.0,1500.0,3793,3617,650,46.9,1310,620,35,100,85,125,350,665,655
5350244.01,2021,93000.0,1350.0,3663,3697,405,34.6,1260,760,65,125,110,40,160,865,405
5350244.02,2021,75000.0,1330.0,5703,5759,1025,27.6,1930,245,0,360,75,15,1235,900,1025
5350245.00,2021,73500.0,1210.0,7033,6934,1490,38.6,2680,1005,15,190,300,575,595,1180,1495
5350246.00,2021,85000.0,1050.0,3345,3595,465,30.4,1265,760,15,240,145,65,40,810,465
5350247.01,2021,88000.0,1540.0,9027,8727,1085,35.5,3010,520,135,240,510,135,1465,1925,1085
5350247.02,2021,94000.0,1210.0,7213,7167,680,34.6,2430,1520,5,0,320,195,395,1755,680
5350248.02,2021,62000.0,600.0,5538,5671,1155,17.3,1780,300,5,790,85,50,550,620,1155
5350248.03,2021,99000.0,1500.0,2651,2619,155,38.7,765,270,30,270,150,50,0,635,150
5350248.04,2021,88000.0,1310.0,4945,4771,790,33.8,1575,480,0,140,285,20,640,795,785
5350248.05,2021,89000.0,900.0,4285,4332,415,33.3,1325,485,85,290,250,210,0,880,415
5350249.01,2021,102000.0,1000.0,4598,4650,210,21.4,1350,795,70,110,350,15,5,1135,210
5350249.03,2021,97000.0,1620.0,5569,5696,580,29.6,1595,660,45,395,415,70,0,1010,580
5350249.04,2021,93000.0,1410.0,2709,3344,180,33.3,810,475,70,0,245,20,5,635,175
5350249.05,2021,72500.0,1350.0,5606,5476,1235,34.4,1620,75,15,150,65,10,1310,385,1235
5350250.01,2021,87000.0,1370.0,5047,5432,555,33.6,1495,655,210,60,170,175,230,935,560
5350250.02,2021,85000.0,1190.0,4958,4928,660,28.0,1745,925,90,0,165,130,430,1095,665
5350250.04,2021,75500.0,1430.0,5939,6206,1175,33.6,1980,0,0,0,0,0,1980,795,1170
5350250.05,2021,74000.0,1480.0,7031,7607,1305,43.8,2205,0,5,0,0,0,2195,910,1310
5350260.01,2021,74000.0,1600.0,6590,6748,515,43.7,2350,0,0,15,0,340,1990,1795,510
5350260.04,2021,62400.0,1330.0,3879,4147,1360,31.7,1380,0,0,0,0,0,1380,30,1360
5350260.05,2021,55200.0,1200.0,4139,4020,1295,30.0,1330,0,0,375,0,0,955,25,1290
5350260.06,2021,75500.0,1340.0,4354,3348,1150,30.0,1650,0,180,140,5,295,1035,505,1150
5350260.07,2021,81000.0,1760.0,3591,3670,325,43.1,1490,0,0,40,0,0,1445,1205,325
5350261.00,2021,60800.0,540.0,5547,5501,995,22.1,2205,75,110,360,95,555,1005,1215,995
5350262.01,2021,67500.0,1350.0,5848,5736,1790,43.3,2650,435,0,5,25,655,1520,880,1785
5350262.02,2021,75000.0,1300.0,6252,6273,1500,42.3,2420,720,195,0,40,785,670,905,1500
5350263.02,2021,90000.0,1800.0,3873,3471,570,50.0,1865,285,140,230,0,160,1040,1275,575
5350263.03,2021,80000.0,1290.0,4635,4906,1255,42.2,2085,235,45,305,0,790,700,835,1260
5350263.04,2021,76000.0,1660.0,6464,6531,1960,47.3,3405,0,0,0,0,0,3405,1465,1960
5350264.00,2021,226000.0,5080.0,1260,1301,55,36.4,415,370,0,0,0,45,0,375,50
5350265.00,2021,204000.0,3000.0,5555,4756,240,45.8,1800,915,45,215,20,5,605,1570,245
5350266.00,2021,248000.0,2900.0,3094,3209,85,47.1,1085,985,0,20,10,10,65,970,90
5350267.00,2021,157000.0,1740.0,6042,6368,345,38.8,2035,1715,0,45,10,0,260,1695,345
5350268.00,2021,96000.0,1350.0,6458,6419,785,40.4,2825,1210,90,165,25,315,1020,2035,780
5350269.01,2021,72500.0,1620.0,5284,5056,1905,37.2,2225,0,0,5,0,0,2215,330,1900
5350269.02,2021,139000.0,2560.0,2562,2569,95,31.6,910,625,180,65,20,15,5,805,90
5350270.01,2021,85000.0,1570.0,4763,4980,1215,40.8,1880,350,155,255,30,405,670,660,1215
5350270.02,2021,92000.0,1780.0,4263,4264,1140,42.7,1560,325,90,310,15,125,690,420,1140
5350271.01,2021,109000.0,1450.0,2394,2429,220,40.9,875,570,0,175,25,110,0,665,215
5350271.02,2021,84000.0,1450.0,4724,4815,1215,42.8,1710,475,5,280,0,10,950,490,1215
5350272.01,2021,71500.0,1300.0,5945,5987,2005,34.4,2315,30,230,55,0,325,1675,300,2005
5350272.02,2021,90000.0,1470.0,4623,4705,295,30.5,1725,160,690,120,15,180,570,1445,295
5350273.01,2021,151000.0,2240.0,3703,4014,240,52.1,1245,850,185,70,45,5,80,970,240
5350273.02,2021,130000.0,1780.0,4032,4160,475,50.5,1460,705,0,360,5,10,380,1015,475
5350274.01,2021,103000.0,1600.0,4712,4900,830,40.2,1690,845,5,0,15,120,700,820,830
5350274.02,2021,107000.0,1760.0,4558,4738,745,42.8,1945,830,15,120,20,440,520,1240,750
5350275.00,2021,139000.0,1660.0,5567,5836,855,44.1,2295,1145,0,0,20,470,665,1485,855
5350276.01,2021,105000.0,1250.0,6317,6446,865,27.7,2490,1245,15,0,105,310,805,1575,860
5350276.02,2021,164000.0,1430.0,6567,6870,615,39.3,2355,1565,15,50,60,235,420,1750,610
5350277.00,2021,170000.0,1480.0,3925,4084,330,33.3,1200,820,10,10,110,195,60,865,330
5350278.00,2021,93000.0,1340.0,7734,7734,1390,35.0,2785,1025,10,0,245,545,950,1310,1390
5350279.01,2021,91000.0,1500.0,4135,4028,585,35.0,1565,865,10,5,225,390,60,1035,585
5350279.02,2021,74500.0,1250.0,6140,6503,1030,36.4,2260,740,30,80,115,195,1095,1230,1030
5350280.00,2021,70000.0,1290.0,7217,7333,1885,36.3,2875,640,95,0,35,330,1775,990,1880
5350281.01,2021,74000.0,1060.0,6403,6484,1110,24.9,2230,960,160,25,60,120,905,1105,1115
5350281.02,2021,79000.0,1410.0,3921,3940,785,29.5,1295,210,10,0,10,90,970,525,780
5350282.00,2021,104000.0,1600.0,4588,4480,230,47.8,1590,950,160,90,165,65,145,1355,230
5350283.01,2021,69000.0,1180.0,5153,5399,1345,31.0,1845,320,170,0,50,160,1140,530,1350
5350283.02,2021,58400.0,556.0,4390,4542,845,15.7,1675,805,40,0,45,10,780,795,845
5350284.00,2021,81000.0,1290.0,6762,6840,1210,32.4,2410,980,105,95,80,275,880,1220,1215
5350285.00,2021,86000.0,1260.0,3278,3271,425,40.2,1200,640,75,0,120,345,10,750,425
5350286.00,2021,78000.0,1740.0,6768,4273,1550,39.0,3015,560,35,1155,145,395,720,1405,1545
5350287.02,2021,80000.0,1300.0,6471,6732,1515,30.8,2250,355,5,15,160,945,770,745,1515
5350287.03,2021,54800.0,775.0,2699,3432,720,21.7,1150,85,0,90,40,695,230,410,720
5350287.04,2021,72000.0,1060.0,4551,4474,1005,30.3,1980,445,5,30,85,395,1025,1065,1005
5350288.00,2021,83000.0,1450.0,11027,9970,2300,40.4,4610,1120,0,0,380,1035,2060,2310,2300
5350289.00,2021,86000.0,1380.0,4885,4713,700,35.7,1825,985,60,5,85,690,5,1125,700
5350290.01,2021,68000.0,1140.0,3748,3620,1025,31.7,1445,220,115,0,55,685,370,400,1025
5350290.02,2021,78000.0,1580.0,1652,1534,245,40.4,760,90,0,20,20,380,240,530,240
5350291.02,2021,68000.0,1050.0,4881,4947,970,23.3,1930,805,230,0,85,120,685,965,965
5350291.03,2021,74500.0,1320.0,2721,2302,595,41.2,1100,370,30,0,40,235,420,525,600
5350291.04,2021,70500.0,1250.0,1572,1585,370,33.8,650,190,40,0,15,280,135,250,370
5350292.00,2021,79000.0,1370.0,8580,6721,1450,40.9,2790,510,365,380,140,255,1150,1345,1445
5350293.00,2021,99000.0,1300.0,6808,6242,500,37.8,2325,880,370,165,145,200,570,1830,500
5350294.01,2021,76500.0,1260.0,4177,4386,905,39.2,1530,625,5,45,40,70,745,600,910
5350294.02,2021,91000.0,1000.0,4449,4504,245,22.4,1385,20,990,105,20,45,210,1170,250
5350295.00,2021,80000.0,1150.0,5481,5180,1115,31.1,1950,540,80,265,40,1020,0,855,1115
5350296.00,2021,105000.0,2160.0,1744,64,280,46.3,650,170,100,75,135,135,40,385,285
5350297.01,2021,85000.0,1540.0,7239,7313,1535,32.2,2925,575,35,25,175,340,1770,1390,1535
5350297.02,2021,97000.0,1500.0,6646,6502,960,42.2,2550,1255,0,10,145,120,1025,1590,960
5350298.00,2021,121000.0,1590.0,4561,4661,725,40.7,1530,805,0,0,20,195,500,820,725
5350299.01,2021,119000.0,1560.0,6289,6256,810,36.4,2235,1575,30,0,180,445,0,1420,810
5350299.02,2021,78500.0,2060.0,5130,5247,1310,51.8,2790,0,0,5,0,0,2780,1460,1310
5350300.01,2021,69500.0,2040.0,3850,3894,1120,52.4,2140,35,0,30,10,10,2060,1065,1120
5350300.02,2021,88000.0,2140.0,7505,7447,1610,50.2,3890,0,0,215,0,520,3155,2235,1615
5350300.03,2021,102000.0,1700.0,2448,2326,245,38.3,970,450,0,150,40,95,235,720,245
5350301.01,2021,104000.0,1430.0,2863,2915,485,36.5,1050,495,0,165,15,0,375,570,480
5350301.03,2021,77000.0,1900.0,8324,6949,2365,44.0,3495,0,0,5,0,0,3495,1130,2370
5350301.04,2021,76500.0,1860.0,8766,5859,2325,49.6,3960,0,0,270,5,65,3620,1635,2325
5350302.01,2021,93000.0,1740.0,6114,6253,355,36.6,2340,540,750,190,70,150,635,1995,350
5350302.02,2021,87000.0,1590.0,5867,6140,835,31.9,1990,475,450,80,35,135,820,1130,835
5350302.03,2021,86000.0,1450.0,3267,3425,295,31.0,1105,0,600,0,5,500,0,840,295
5350303.00,2021,75000.0,1510.0,6080,5355,1640,38.5,2285,360,0,145,45,5,1740,610,1640
5350304.01,2021,75500.0,1490.0,4404,4541,1350,37.2,1570,65,10,310,0,10,1180,195,1350
5350304.02,2021,111000.0,2280.0,4595,4777,305,45.0,1815,940,0,290,65,5,520,1525,300
5350304.03,2021,116000.0,2540.0,2484,2898,155,50.0,850,325,0,490,25,10,0,680,155
5350304.04,2021,76500.0,1620.0,3482,3724,1130,41.2,1325,45,5,165,10,0,1100,205,1130
5350304.05,2021,89000.0,2400.0,2686,2847,155,48.4,1070,460,65,0,20,25,500,950,160
5350304.06,2021,85000.0,1880.0,5725,5807,470,38.3,2170,250,275,475,0,245,925,1700,470
5350305.01,2021,132000.0,2900.0,4421,4451,195,51.4,1600,1375,5,95,30,15,75,1385,200
5350305.03,2021,86000.0,1940.0,4766,4914,1305,53.5,2125,305,15,75,10,100,1625,855,1300
5350305.05,2021,75500.0,1860.0,6580,5638,1480,47.6,3430,5,70,100,5,370,2880,2075,1475
5350305.06,2021,69000.0,1960.0,4366,3495,1100,62.0,2455,0,20,30,0,15,2380,1230,1095
5350306.01,2021,95000.0,1000.0,4612,4574,375,24.0,1510,1080,10,180,50,190,0,1140,380
5350306.02,2021,104000.0,2100.0,4686,4793,350,47.1,1725,975,0,115,60,5,570,1360,350
5350307.03,2021,69000.0,2100.0,4957,5039,1000,59.5,2335,5,5,0,15,135,2175,1370,1005
5350307.04,2021,79000.0,1880.0,6919,7035,1770,51.3,3385,5,0,15,0,40,3325,1580,1770
5350307.05,2021,68000.0,1840.0,3365,3581,830,56.9,1870,10,0,70,0,75,1710,1020,830
5350307.06,2021,76000.0,2200.0,5057,5424,765,55.3,2250,5,0,0,0,365,1885,1505,770
5350307.07,2021,90000.0,2080.0,6216,6321,965,47.9,2380,915,50,120,95,260,940,1415,965
5350308.02,2021,105000.0,1860.0,4327,4310,415,50.6,1575,1205,0,60,155,150,0,1175,415
5350308.03,2021,137000.0,2580.0,1115,1147,85,0.0,385,335,0,0,45,5,0,295,80
5350308.05,2021,108000.0,1660.0,2386,2327,165,36.4,855,480,145,125,80,20,0,690,165
5350308.06,2021,68500.0,1900.0,5585,5760,1160,52.7,2850,0,5,45,0,15,2775,1670,1155
5350308.07,2021,56000.0,1720.0,3797,3392,1345,50.6,2170,0,0,10,0,5,2155,840,1350
5350309.00,2021,76500.0,1480.0,6361,6383,2000,33.9,2290,75,25,85,20,85,2000,285,2000
5350310.01,2021,121000.0,1540.0,3609,3512,260,40.4,1215,810,70,20,245,65,0,940,260
5350310.02,2021,88000.0,1410.0,5328,5048,985,31.3,1920,710,55,0,265,655,235,955,985
5350311.02,2021,71500.0,1200.0,6010,5823,1230,28.5,2215,390,380,225,70,400,755,995,1225
5350311.03,2021,84000.0,1260.0,2672,2651,255,41.2,875,535,130,45,35,115,5,615,255
5350311.04,2021,81000.0,1330.0,6517,6552,1075,30.2,2160,150,620,160,110,295,825,1080,1075
5350311.05,2021,75000.0,1340.0,6698,6823,1475,37.1,2445,0,0,185,0,110,2145,1000,1480
5350311.06,2021,73500.0,1380.0,6660,5744,1495,43.7,2655,205,310,260,65,195,1620,1125,1495
5350312.02,2021,75000.0,1240.0,3505,3448,445,36.0,1125,5,345,285,55,30,405,685,440
5350312.03,2021,76500.0,1300.0,6374,6420,1075,34.9,2115,305,460,205,145,200,795,1055,1080
5350312.04,2021,68000.0,1200.0,5234,5763,970,27.5,1615,0,360,30,45,245,940,630,965
5350312.05,2021,58800.0,1180.0,3685,3836,1035,32.0,1270,0,25,400,15,5,825,240,1030
5350312.06,2021,75000.0,1200.0,3415,3444,445,21.3,1050,15,480,205,45,80,235,595,445
5350312.07,2021,54800.0,564.0,3535,3076,605,25.8,1430,55,665,100,70,350,185,800,605
5350313.00,2021,85000.0,1300.0,5554,5554,640,27.3,1825,380,660,10,40,730,0,1185,640
5350314.01,2021,66500.0,1300.0,6275,5036,1955,36.8,2270,0,125,55,0,85,2005,305,1960
5350314.02,2021,86000.0,1210.0,5130,4955,475,31.6,1585,210,360,425,40,390,165,1115,470
5350315.01,2021,95000.0,1500.0,3267,3368,120,43.5,1105,480,440,0,80,100,0,980,120
5350315.02,2021,69500.0,1290.0,3365,3543,345,36.2,1060,0,440,55,0,65,495,655,350
5350315.03,2021,78500.0,1400.0,5562,5505,635,43.3,1755,45,865,25,10,595,220,1185,635
5350316.01,2021,83000.0,1380.0,3970,3910,200,26.3,1215,445,500,20,95,150,0,1000,195
5350316.03,2021,65500.0,1290.0,5761,5888,1785,34.8,1935,5,10,370,0,20,1530,135,1780
5350316.04,2021,50000.0,870.0,4105,4275,1225,23.7,1645,0,0,365,0,10,1270,450,1220
5350316.05,2021,70500.0,1400.0,4104,3992,985,27.7,1350,105,105,120,30,440,550,385,985
5350316.06,2021,63600.0,780.0,3367,3672,680,21.3,1085,130,35,260,20,0,635,385,685
5350317.02,2021,59200.0,1490.0,7242,7347,2315,39.0,3220,165,15,0,40,5,2990,925,2310
5350317.03,2021,106000.0,1700.0,3531,3688,305,32.8,1225,600,110,200,70,5,240,905,305
5350317.04,2021,80000.0,1700.0,6731,6627,1190,46.4,2500,50,180,130,0,90,2055,1320,1190
5350317.05,2021,88000.0,1000.0,2162,2229,235,21.3,800,5,220,50,5,260,265,570,230
