geoid,year,median_income,median_rent,population,previous_population,renter_households,rent_burden_pct,dwellings_total,dwellings_single_detached,dwellings_semi_detached,dwellings_row_house,dwellings_apt_duplex,dwellings_apt_low_rise,dwellings_apt_high_rise,owner_households,tenure_renter_households
5350422.03,2021,128000.0,2680.0,6807,6992,275,52.7,2050,1220,115,715,0,0,0,1760,280
5350422.04,2021,119000.0,2500.0,3761,3956,110,47.6,1145,850,30,260,5,0,0,1030,115
5350422.05,2021,120000.0,2860.0,6730,7090,250,58.0,2010,1380,85,505,30,0,0,1760,255
5350422.06,2021,63200.0,1080.0,5356,5212,1105,39.5,2240,1105,0,65,145,145,780,1130,1110
5350423.01,2021,115000.0,1740.0,3738,3719,285,50.9,1295,975,5,0,70,90,135,985,285
5350423.02,2021,112000.0,1490.0,7750,7786,720,43.1,2705,1880,5,205,135,105,380,2015,725
5350424.04,2021,127000.0,2740.0,2542,2404,60,58.3,785,690,0,80,10,0,5,695,65
5350424.05,2021,98000.0,1600.0,8853,9297,745,54.4,2870,1710,0,445,100,355,260,2125,740
5350424.07,2021,125000.0,2900.0,8306,8404,285,66.7,2530,1440,200,855,25,5,0,2250,280
5350424.08,2021,137000.0,2100.0,7012,7399,180,41.7,2145,1915,0,155,75,0,0,1965,185
5350424.09,2021,122000.0,2460.0,4648,3607,220,59.1,1460,1055,55,215,115,25,0,1250,220
5350424.10,2021,142000.0,2620.0,6441,6495,150,63.3,1915,1580,85,225,25,0,0,1760,150
5350424.11,2021,117000.0,2520.0,8859,8070,520,59.6,2880,2175,140,415,80,30,45,2360,520
5350424.13,2021,116000.0,2620.0,4554,2373,340,53.7,1510,950,65,470,20,0,0,1175,340
5350424.14,2021,131000.0,2600.0,13157,13212,400,55.1,3910,2635,230,1030,15,0,0,3515,395
5350424.15,2021,120000.0,2400.0,9958,9776,435,57.5,3055,1895,375,675,20,5,80,2620,435
5350424.16,2021,136000.0,2840.0,9013,8787,250,66.0,2550,2160,5,380,0,0,0,2300,250
5350430.03,2021,123000.0,1800.0,6001,5411,205,46.3,1945,1575,35,120,135,85,0,1730,200
5350430.05,2021,131000.0,1980.0,7487,7264,190,45.9,2315,1815,135,190,75,100,0,2145,190
5350430.06,2021,134000.0,2260.0,7367,6760,155,25.8,2150,1535,460,150,5,0,5,2000,150
5350430.07,2021,113000.0,1960.0,10270,7518,590,41.0,3665,1905,15,955,130,405,245,3070,590
5350430.08,2021,112000.0,1380.0,5992,6072,340,51.5,1920,1065,160,390,15,295,0,1580,345
5350431.01,2021,117000.0,1500.0,6534,6384,220,38.6,2545,2470,10,10,35,25,0,2320,215
5350431.02,2021,132000.0,1520.0,6213,6428,310,46.7,2160,2060,15,0,55,30,0,1845,315
5350440.00,2021,127000.0,1840.0,7728,7105,500,48.0,2770,1435,295,700,100,140,105,2265,505
5350441.02,2021,89000.0,1430.0,4356,4494,710,44.7,1755,695,25,240,60,260,480,1045,715
5350441.03,2021,122000.0,1500.0,7228,7295,425,43.5,2500,1720,205,205,125,225,15,2075,425
5350441.04,2021,153000.0,1550.0,5748,5612,145,31.0,1790,1570,0,175,35,5,0,1640,150
5350442.02,2021,88000.0,1550.0,4325,4059,660,40.9,1770,895,160,165,140,130,280,1110,660
5350442.03,2021,153000.0,1500.0,5110,5277,110,31.8,1690,1510,10,80,50,40,0,1600,110
5350442.04,2021,111000.0,1270.0,3680,3669,295,44.8,1410,915,20,135,75,240,20,1090,295
5350442.05,2021,118000.0,2100.0,7173,7377,290,50.0,2565,875,390,905,25,160,220,2280,285
5350442.06,2021,122000.0,2560.0,16709,10557,890,46.1,5265,3375,390,1015,60,335,90,4375,890
5350450.02,2021,83000.0,1150.0,3175,3208,410,42.7,1145,690,45,40,90,160,135,725,405
5350450.03,2021,109000.0,1570.0,8386,8471,610,33.3,2970,1605,50,870,120,310,10,2350,615
5350450.05,2021,124000.0,1960.0,6191,5909,355,37.7,2090,1095,580,205,65,140,0,1745,355
5350450.06,2021,148000.0,2680.0,8327,7845,310,38.3,2445,2200,150,0,35,50,0,2135,310
5350451.01,2021,84000.0,785.0,2237,2283,385,27.3,935,575,5,10,70,180,95,550,390
5350451.02,2021,73500.0,1420.0,5336,4932,1190,52.1,2500,905,50,55,235,400,850,1325,1185
5350451.03,2021,105000.0,1320.0,6810,6952,415,35.4,2410,1410,100,440,230,20,205,2000,410
5350451.05,2021,127000.0,1390.0,6081,4583,470,35.1,1980,1505,0,310,65,0,100,1505,465
5350451.06,2021,128000.0,1980.0,6701,6596,280,44.6,2110,1330,5,680,80,0,0,1810,280
5350451.07,2021,132000.0,2100.0,4927,4979,155,20.0,1530,725,240,540,20,0,0,1400,155
5350452.01,2021,90000.0,1370.0,3174,3153,435,39.1,1275,585,230,0,220,195,0,820,435
5350452.02,2021,83000.0,1470.0,5024,4978,935,39.5,1935,625,220,0,500,490,0,1020,930
5350452.03,2021,98000.0,1310.0,5280,5579,680,44.8,1980,1295,105,100,115,245,115,1320,675
5350452.05,2021,125000.0,2340.0,6411,4892,305,42.6,1855,1280,195,350,10,20,0,1525,305
5350452.06,2021,123000.0,2280.0,4573,4529,220,27.3,1300,735,285,260,10,15,0,1110,220
5350452.07,2021,123000.0,2060.0,5309,5335,200,35.0,1830,1555,0,15,130,130,0,1630,195
5350455.00,2021,118000.0,1200.0,9009,8254,345,39.1,3035,2495,55,295,60,130,0,2695,340
5350456.01,2021,122000.0,2460.0,11526,4480,785,46.5,3745,3035,120,505,45,25,5,2995,785
5350456.02,2021,118000.0,2300.0,10104,7199,515,46.1,3285,2490,220,305,145,120,0,2770,515
5350456.03,2021,115000.0,1600.0,3998,4058,165,33.3,1380,1270,5,0,90,15,0,1185,160
5350460.01,2021,154000.0,1860.0,8659,7234,295,40.7,2755,2240,5,260,35,75,135,2470,300
5350460.02,2021,115000.0,1150.0,3503,3557,235,34.0,1265,1200,15,10,30,10,0,1015,240
5350461.01,2021,162000.0,2200.0,7215,5658,155,32.3,2105,1975,40,25,15,50,0,1925,160
5350461.02,2021,126000.0,1470.0,7956,8063,355,38.6,2840,2405,85,70,15,125,135,2500,365
5350470.00,2021,103000.0,1070.0,2951,2790,110,36.4,1130,1075,10,0,5,35,0,1030,110
5350471.00,2021,93000.0,1200.0,3283,3276,175,34.3,1225,1070,10,0,20,35,0,1040,180
5350472.00,2021,105000.0,1840.0,8349,7475,525,42.9,2950,2335,185,255,140,45,0,2425,525
5350473.01,2021,116000.0,950.0,6539,6659,455,39.6,2225,1775,25,0,110,210,100,1780,450
5350473.02,2021,94000.0,1510.0,6898,6998,600,41.7,2510,1765,70,285,180,215,0,1910,600
5350473.03,2021,93000.0,1410.0,3616,3713,390,43.6,1420,1120,50,45,85,105,5,1020,390
5350474.00,2021,100000.0,1620.0,5912,5517,325,46.2,2365,2195,80,25,25,35,0,2035,330
5350475.00,2021,86000.0,1190.0,7728,6826,635,37.9,3035,2495,25,170,15,305,0,2400,640
5350500.01,2021,75000.0,1340.0,3678,3381,1130,33.2,1660,370,60,0,70,50,1110,525,1125
5350500.02,2021,76000.0,1340.0,4780,4874,910,43.9,2150,645,10,60,120,190,1115,1245,915
5350501.01,2021,95000.0,1800.0,5718,5945,635,40.0,2500,510,275,340,15,325,1045,1865,640
5350501.02,2021,132000.0,2160.0,7122,6814,355,48.5,2645,1330,180,730,35,270,100,2295,350
5350502.01,2021,102000.0,1420.0,5645,5429,525,38.1,2060,350,515,490,25,525,155,1515,530
5350502.02,2021,98000.0,1170.0,2533,2545,280,33.9,935,375,205,190,15,15,125,670,280
5350503.00,2021,91000.0,1520.0,4946,5017,805,43.1,1830,460,585,65,35,160,525,1020,810
5350504.00,2021,126000.0,1800.0,3419,3392,240,27.7,1190,925,0,235,20,10,5,960,235
5350505.01,2021,198000.0,3280.0,4476,4688,45,0.0,1440,1420,0,0,15,0,0,1390,45
5350505.02,2021,212000.0,2980.0,5664,5762,75,33.3,1760,1725,5,10,10,5,0,1685,70
5350506.00,2021,238000.0,3280.0,2609,2717,45,0.0,835,815,0,0,15,5,0,775,45
5350507.00,2021,138000.0,1960.0,3707,3702,115,47.8,1310,1095,0,150,55,15,0,1215,115
5350508.00,2021,114000.0,2580.0,3533,3175,190,52.8,1270,875,120,80,70,60,65,1075,185
5350509.01,2021,111000.0,1680.0,5122,5015,220,34.1,1955,1045,120,365,120,70,240,1730,220
5350509.02,2021,124000.0,2500.0,3418,3168,125,40.0,1330,895,20,65,45,20,280,1215,120
5350510.00,2021,128000.0,1450.0,5388,5540,150,53.3,1955,1675,130,0,45,90,10,1805,150
5350511.01,2021,70000.0,1420.0,6086,6166,2255,37.1,2535,25,0,105,0,0,2400,280,2255
5350511.02,2021,88000.0,1280.0,4795,4714,710,41.8,1825,680,335,130,30,50,605,1095,710
5350512.00,2021,77000.0,1480.0,6056,6012,1220,36.0,2225,785,0,0,40,255,1150,1020,1225
5350513.01,2021,116000.0,1570.0,6781,6973,325,29.7,2425,1300,110,480,45,85,400,2100,325
5350513.02,2021,69500.0,1260.0,6215,6352,1360,34.7,2400,555,190,40,80,155,1385,1035,1365
5350513.03,2021,80000.0,1310.0,3297,3527,745,38.8,1140,255,0,15,5,0,865,390,750
5350513.04,2021,115000.0,1550.0,3662,3742,195,30.8,1210,660,300,0,25,225,0,1020,190
5350514.01,2021,184000.0,3960.0,2355,2340,40,75.0,760,755,0,0,0,0,0,715,40
5350514.02,2021,87000.0,1340.0,5464,5832,920,39.6,1770,680,0,0,10,180,905,855,925
5350515.01,2021,122000.0,1640.0,4185,4305,220,27.3,1485,750,360,150,15,105,105,1265,225
5350515.02,2021,102000.0,1240.0,3771,3874,450,41.1,1345,735,0,270,20,0,315,895,455
5350516.01,2021,125000.0,1300.0,5393,5445,205,37.5,1790,1630,0,25,45,80,5,1585,205
5350516.02,2021,124000.0,1880.0,4749,4852,85,17.6,1550,640,315,445,40,20,95,1490,85
5350516.03,2021,94000.0,1310.0,5630,5715,380,26.7,2170,290,415,940,10,30,490,1795,380
5350516.04,2021,81000.0,1680.0,6257,6250,1970,34.6,2525,275,0,215,20,1075,945,555,1975
5350516.05,2021,105000.0,1800.0,6210,6156,390,47.4,2125,425,510,575,30,105,475,1735,395
5350516.06,2021,111000.0,1460.0,4784,4934,270,29.6,1465,360,280,580,25,115,105,1185,270
5350516.08,2021,86000.0,1310.0,6218,5971,1190,27.7,2295,395,360,485,5,15,1030,1110,1185
5350516.09,2021,103000.0,1500.0,6899,7000,360,32.9,2520,450,680,805,15,565,5,2165,355
5350516.11,2021,144000.0,1740.0,4699,4646,65,30.8,1440,1350,20,40,25,0,0,1370,70
5350516.16,2021,103000.0,2000.0,5132,5533,435,54.7,2035,590,0,875,10,0,555,1600,430
5350516.17,2021,97000.0,1620.0,3403,3583,270,33.3,1330,420,90,395,10,5,410,1060,265
5350516.18,2021,120000.0,1340.0,3428,3555,140,17.9,1175,480,450,215,10,20,0,1030,145
5350516.20,2021,140000.0,1660.0,6104,6249,160,46.9,1860,1620,180,0,55,0,0,1700,155
5350516.21,2021,153000.0,,2898,2918,30,66.7,875,735,50,50,30,5,5,820,30
5350516.22,2021,148000.0,1900.0,6826,6967,115,52.2,1940,1190,515,170,30,30,0,1820,115
5350516.23,2021,140000.0,1500.0,5541,5605,130,42.3,1635,1360,135,80,55,0,0,1505,130
5350516.24,2021,144000.0,2000.0,3953,4081,30,0.0,1225,1175,0,0,45,0,0,1180,35
5350516.25,2021,115000.0,850.0,3749,3870,310,17.7,1220,795,0,125,65,5,230,915,305
5350516.26,2021,118000.0,1300.0,6580,6832,460,27.2,1990,1305,10,385,140,25,130,1530,460
5350516.28,2021,133000.0,2520.0,4571,4820,155,48.3,1425,815,0,590,15,0,0,1295,150
5350516.29,2021,114000.0,1300.0,4699,4857,500,21.2,1465,760,0,415,40,120,130,940,500
5350516.30,2021,156000.0,2580.0,5955,5931,155,44.8,1680,1140,240,280,25,0,0,1530,155
5350516.31,2021,131000.0,1740.0,2713,2804,85,40.0,910,675,0,195,30,0,5,830,80
5350516.32,2021,144000.0,2180.0,4971,4951,55,0.0,1430,655,390,370,15,0,0,1395,55
5350516.37,2021,81000.0,2060.0,9288,6099,1650,50.8,3715,715,5,680,50,5,2260,2065,1655
5350516.38,2021,114000.0,2260.0,6492,6517,460,48.9,1855,595,470,440,15,335,5,1400,455
5350516.39,2021,137000.0,2480.0,5087,5168,155,32.3,1310,755,530,0,20,10,0,1135,155
5350516.40,2021,140000.0,2420.0,6304,6382,170,39.4,1785,870,605,280,25,10,0,1615,165
5350516.41,2021,116000.0,2280.0,5727,5734,385,48.1,1665,430,380,635,70,150,0,1280,390
5350516.43,2021,108000.0,2200.0,3930,4210,245,51.1,1370,580,0,305,35,0,445,1125,245
5350516.44,2021,120000.0,2480.0,5237,5438,460,42.0,1530,590,185,740,10,5,0,1070,460
5350516.47,2021,144000.0,2760.0,5083,5127,155,56.7,1355,875,390,75,5,5,0,1200,150
5350516.48,2021,130000.0,2740.0,6541,6661,400,50.0,1645,570,715,325,25,5,10,1220,395
5350516.50,2021,131000.0,2660.0,3934,4012,165,48.5,1030,285,650,80,10,10,0,860,170
5350516.51,2021,130000.0,2700.0,4543,4614,200,62.5,1250,595,505,130,10,5,0,1055,200
5350516.52,2021,134000.0,2760.0,4704,4843,150,56.7,1245,595,550,85,5,0,0,1100,145
5350516.53,2021,178000.0,3100.0,2656,2782,50,60.0,655,650,0,0,0,0,0,605,45
5350516.54,2021,99000.0,2200.0,4518,4428,490,50.0,1440,240,160,705,0,325,0,955,490
5350516.55,2021,128000.0,2440.0,4674,4543,240,41.7,1255,495,320,430,0,0,0,1035,235
5350517.00,2021,122000.0,1700.0,1710,1678,120,29.2,580,430,0,130,15,0,0,455,125
5350518.00,2021,73500.0,1200.0,4328,4236,950,30.5,1595,375,70,95,30,95,935,645,950
5350519.00,2021,101000.0,1550.0,3975,3810,360,33.8,1285,270,560,0,25,415,5,910,360
5350520.01,2021,94000.0,1420.0,5179,5483,405,29.9,1630,225,490,345,25,535,0,1240,405
5350520.02,2021,88000.0,1840.0,7509,7102,750,49.3,2740,945,175,0,225,10,1385,1990,750
5350520.05,2021,89000.0,1300.0,3581,3637,430,38.6,1260,320,10,190,100,165,475,815,435
5350520.07,2021,73000.0,1680.0,4929,5198,1140,38.2,1930,10,0,25,0,10,1880,800,1135
5350520.08,2021,95000.0,1130.0,6094,6304,760,36.2,2295,255,485,530,15,590,415,1535,760
5350520.09,2021,78000.0,2000.0,7166,7125,1380,43.9,3240,10,5,20,0,0,3195,1860,1375
5350520.11,2021,82000.0,1980.0,4856,4890,830,49.4,2225,190,0,0,70,0,1965,1400,830
5350520.12,2021,76500.0,2200.0,5010,4773,975,55.6,1955,0,0,0,0,0,1955,975,970
5350521.01,2021,79500.0,1720.0,5504,5684,1125,36.2,2265,0,0,0,0,0,2265,1140,1125
5350521.02,2021,105000.0,1920.0,3404,3483,140,37.0,1170,470,315,295,15,65,5,1055,140
5350521.03,2021,99000.0,1700.0,4787,4995,290,43.1,1490,70,155,700,5,115,445,1215,290
5350521.04,2021,91000.0,1570.0,6542,6604,660,44.7,2300,560,360,465,60,245,615,1610,665
5350521.05,2021,72500.0,1160.0,4248,4201,830,32.1,1750,155,0,315,65,210,1005,910,830
5350521.06,2021,70500.0,1700.0,5540,5575,1750,40.1,2375,0,0,0,0,260,2110,625,1755
5350522.00,2021,96000.0,1510.0,6034,6008,470,31.2,2145,825,530,220,60,230,280,1675,470
5350523.00,2021,77000.0,1620.0,6084,6170,1330,44.9,2475,550,135,160,20,35,1570,1140,1330
5350524.01,2021,94000.0,1100.0,4658,4737,355,25.4,1660,360,135,500,15,535,115,1290,355
5350524.02,2021,75000.0,1400.0,3569,3579,670,50.0,1545,210,180,5,5,35,1105,885,670
5350525.01,2021,84000.0,1450.0,3274,3450,505,29.3,1125,270,75,130,15,105,525,605,500
5350525.02,2021,68000.0,1400.0,4207,4662,1010,39.8,1630,280,85,70,20,70,930,635,1010
5350526.01,2021,81000.0,1440.0,5810,6042,1065,38.0,1960,220,140,370,20,240,965,890,1070
5350526.02,2021,81000.0,1350.0,3502,3557,930,37.4,1325,270,75,175,10,95,700,415,930
5350527.02,2021,97000.0,1580.0,4904,5258,400,33.8,1760,880,95,85,55,80,565,1355,400
5350527.04,2021,116000.0,1600.0,5615,5778,550,35.8,2100,845,0,720,40,0,495,1530,550
5350527.05,2021,99000.0,1290.0,5369,5629,380,22.4,2040,1190,35,125,85,80,530,1660,375
5350527.06,2021,109000.0,1220.0,3606,3979,230,28.3,1235,870,45,60,70,45,145,995,225
5350527.07,2021,92000.0,1250.0,4775,4916,620,24.2,1660,400,125,510,50,460,110,1050,620
5350527.08,2021,114000.0,1700.0,4069,4172,160,50.0,1300,1040,130,5,100,20,0,1120,155
5350527.09,2021,112000.0,1320.0,3312,3415,245,30.6,1080,805,80,15,30,10,140,860,245
5350527.10,2021,67500.0,1960.0,4657,4185,1445,57.6,2380,0,0,60,0,65,2255,945,1450
5350527.11,2021,73500.0,2000.0,10056,6480,2190,57.4,4520,625,20,5,190,15,3675,2315,2195
5350527.12,2021,94000.0,1860.0,4671,4805,415,42.0,1675,325,340,135,45,275,555,1250,410
5350527.13,2021,79500.0,2100.0,4060,3872,955,48.4,1875,0,0,10,0,0,1865,935,955
5350528.01,2021,114000.0,1100.0,5534,5695,365,31.5,1725,1110,0,290,80,5,245,1365,365
5350528.11,2021,73000.0,2020.0,5232,5511,555,48.2,2480,0,0,0,0,0,2475,1970,555
5350528.12,2021,135000.0,1500.0,5477,5748,155,29.0,1515,1220,5,0,290,5,0,1365,150
5350528.13,2021,149000.0,2140.0,3397,3509,90,33.3,965,865,0,35,55,5,0,850,95
5350528.15,2021,127000.0,1540.0,4194,4438,225,27.3,1185,780,5,355,45,0,0,985,225
5350528.16,2021,123000.0,1440.0,5079,5188,210,26.2,1405,675,115,365,100,25,125,1200,210
5350528.18,2021,127000.0,2280.0,6633,6831,420,30.1,1905,1035,135,560,135,35,10,1485,415
5350528.19,2021,111000.0,1640.0,5068,5359,240,39.6,1570,580,90,510,175,25,180,1330,240
5350528.20,2021,105000.0,1020.0,5726,5909,280,33.9,1730,945,15,170,325,80,195,1440,275
5350528.21,2021,77500.0,1120.0,4781,4354,645,36.7,1475,115,0,205,75,205,870,840,645
5350528.22,2021,96000.0,1200.0,6329,6543,455,31.9,1735,570,0,295,590,75,200,1275,460
5350528.24,2021,117000.0,1920.0,4983,5234,250,41.7,1510,765,5,445,205,25,60,1265,245
5350528.26,2021,77000.0,1700.0,6807,5325,1360,37.4,2820,330,0,440,150,15,1895,1415,1360
5350528.31,2021,77000.0,1300.0,6442,6332,1045,50.2,2040,700,40,235,365,380,325,1000,1050
5350528.32,2021,147000.0,2800.0,4088,4190,65,0.0,1085,925,0,80,80,0,0,1040,65
5350528.33,2021,137000.0,1680.0,6224,6444,205,29.3,1785,1130,0,460,165,20,0,1580,200
5350528.34,2021,119000.0,2140.0,5810,5975,180,33.3,1845,570,520,380,45,340,0,1670,180
5350528.35,2021,130000.0,2820.0,3056,3310,70,21.4,880,545,75,225,25,5,0,830,65
5350528.39,2021,151000.0,2400.0,6827,6886,180,27.8,1950,765,770,370,45,5,0,1785,185
5350528.40,2021,150000.0,2280.0,6071,6198,135,40.7,1690,745,810,90,25,25,0,1560,130
5350528.42,2021,129000.0,2420.0,5315,5566,230,32.6,1325,410,800,0,50,70,0,1080,230
5350528.43,2021,116000.0,2200.0,4975,5110,175,42.9,1470,360,230,670,45,65,100,1290,175
5350528.44,2021,116000.0,2080.0,1887,2081,50,60.0,605,535,15,10,45,5,0,540,50
5350528.45,2021,97000.0,1100.0,5454,5652,710,20.4,1755,525,135,535,30,10,510,1040,710
5350528.46,2021,126000.0,2220.0,6862,7144,425,37.6,1815,540,665,515,55,35,0,1390,420
5350528.47,2021,124000.0,1100.0,5044,5261,265,26.4,1435,885,155,190,65,20,120,1175,260
5350528.49,2021,157000.0,2060.0,4740,4860,145,31.0,1240,815,125,255,35,15,0,1080,140
5350528.50,2021,105000.0,1200.0,3385,3626,240,25.0,865,445,5,65,340,20,0,665,240
5350528.51,2021,99000.0,1200.0,4420,4589,335,31.3,1035,300,70,80,420,160,0,670,330
5350528.52,2021,132000.0,1900.0,6489,6004,270,42.6,1685,955,335,340,30,5,20,1415,275
5350528.53,2021,164000.0,2200.0,2554,2531,45,0.0,675,550,0,125,0,0,0,620,50
5350528.54,2021,140000.0,2500.0,2935,2962,75,28.6,685,415,255,5,5,0,0,610,75
5350528.55,2021,128000.0,2080.0,4761,4993,175,20.6,1220,505,400,205,70,50,0,1045,170
5350528.56,2021,120000.0,1210.0,3455,3474,325,26.2,1030,485,205,105,35,0,200,730,320
5350528.57,2021,120000.0,1190.0,4104,4148,260,28.8,1180,775,75,55,95,15,160,900,260
5350528.58,2021,113000.0,1430.0,4073,4506,130,38.5,1270,750,95,150,235,35,0,1135,135
5350528.59,2021,119000.0,2260.0,4224,4357,330,40.6,1140,425,295,125,205,85,0,805,335
5350528.60,2021,105000.0,1840.0,3626,3763,190,52.6,1160,375,135,50,95,140,365,965,190
5350528.61,2021,96000.0,1280.0,4026,3951,460,36.3,1380,295,65,535,55,45,395,925,460
5350528.62,2021,87000.0,1210.0,1778,1779,235,29.8,520,45,0,260,15,0,195,260,240
5350528.63,2021,137000.0,2400.0,5942,6161,155,35.5,1560,725,420,300,55,55,0,1420,160
5350529.01,2021,82000.0,1250.0,4097,3848,455,33.0,1240,405,165,0,210,440,0,770,460
5350529.02,2021,81000.0,1290.0,4675,4676,650,33.1,1435,385,130,75,210,355,270,795,650
5350530.01,2021,83000.0,1500.0,5217,5212,880,33.5,1515,260,145,70,125,910,5,615,880
5350530.02,2021,76500.0,1430.0,3117,3169,445,42.7,1000,30,85,95,45,275,470,575,445
5350531.01,2021,80000.0,1260.0,4106,4144,555,31.5,1310,200,100,240,145,460,165,755,555
5350531.02,2021,89000.0,1200.0,6405,6660,470,29.7,1885,625,400,35,270,550,5,1415,465
5350532.01,2021,92000.0,1500.0,4319,4353,370,28.4,1240,385,175,0,130,550,0,830,365
5350532.02,2021,87000.0,1400.0,4508,4629,535,36.2,1315,195,145,195,95,575,110,820,530
5350540.01,2021,67000.0,1320.0,4850,5031,1715,44.0,2500,415,65,235,60,355,1350,780,1720
5350540.02,2021,85000.0,1500.0,5658,5599,1575,44.1,2805,460,15,205,120,550,1460,1235,1575
5350550.01,2021,115000.0,1290.0,4672,4649,235,27.7,1655,710,100,775,25,40,0,1430,230
5350550.02,2021,98000.0,1320.0,7557,7464,1030,37.7,2900,1385,250,370,90,240,560,1870,1025
5350560.00,2021,88000.0,1310.0,6482,6270,580,37.1,2255,835,515,375,85,110,335,1695,585
5350561.00,2021,91000.0,1560.0,6821,6447,1120,31.7,2265,655,575,75,85,315,565,1180,1120
5350562.02,2021,113000.0,1500.0,6521,6494,220,38.6,2110,1240,240,55,270,15,290,1890,220
5350562.03,2021,102000.0,1660.0,5071,4824,470,32.6,1600,380,320,670,25,210,0,1110,465
5350562.04,2021,108000.0,1560.0,4830,4528,240,33.3,1450,895,40,200,95,215,0,1230,235
5350562.05,2021,83000.0,1640.0,5930,5659,755,42.4,2210,590,15,315,50,10,1235,1475,750
5350562.06,2021,115000.0,1900.0,3056,3036,140,28.6,965,640,0,155,165,5,0,835,140
5350562.07,2021,105000.0,1500.0,4600,4480,245,34.7,1395,700,180,105,75,330,5,1135,240
5350562.08,2021,102000.0,1800.0,4201,4103,195,38.5,1380,645,235,395,25,80,5,1185,195
5350562.09,2021,103000.0,1370.0,4023,3880,170,17.6,1280,595,370,205,35,70,0,1120,165
5350562.11,2021,109000.0,1760.0,3110,3030,110,31.8,995,920,0,0,60,10,0,875,110
5350562.12,2021,73500.0,1600.0,7158,7092,2250,39.1,2870,5,0,0,0,0,2860,620,2250
5350562.13,2021,100000.0,1620.0,1192,1227,60,0.0,370,100,0,265,5,0,0,315,60
5350562.14,2021,126000.0,1260.0,3889,3924,125,28.0,1105,950,0,0,155,0,0,1010,120
5350562.15,2021,112000.0,1250.0,3624,3724,245,40.8,1050,800,0,0,110,140,0,775,250
5350563.01,2021,63200.0,1360.0,6622,6743,1450,27.8,2465,5,0,5,0,130,2325,1010,1450
5350563.02,2021,101000.0,1530.0,3396,2934,270,26.4,1030,475,160,200,25,20,145,725,270
5350564.01,2021,106000.0,2060.0,2351,2328,125,32.0,740,340,185,70,60,85,0,590,125
5350564.02,2021,95000.0,1740.0,4893,4788,405,41.3,1465,335,310,535,40,65,180,1060,400
5350570.01,2021,61200.0,1300.0,4012,3297,1295,33.2,1640,65,0,360,0,15,1190,340,1300
5350570.02,2021,128000.0,2360.0,4200,3645,105,23.8,1295,1265,0,0,25,0,0,1155,105
5350571.01,2021,76000.0,1550.0,3838,3855,795,39.7,1380,205,135,315,60,185,485,640,790
5350571.02,2021,101000.0,1270.0,4308,3998,355,47.8,1470,1120,45,0,70,175,65,1145,355
5350572.01,2021,89000.0,1260.0,7707,6789,950,31.9,2650,1190,230,150,170,310,600,1710,945
5350572.04,2021,98000.0,1300.0,3388,3124,355,36.6,1015,505,25,195,125,160,5,665,355
5350572.05,2021,76500.0,1530.0,6290,5902,1600,34.0,2285,390,5,5,60,5,1820,680,1600
5350572.07,2021,109000.0,1400.0,4650,4645,265,28.3,1280,850,0,115,275,30,0,975,270
5350572.08,2021,104000.0,1400.0,5661,5455,440,33.0,1490,740,0,155,570,25,0,1050,445
5350572.09,2021,121000.0,1570.0,4674,4810,110,40.9,1280,710,145,330,80,15,0,1190,110
5350572.10,2021,114000.0,1660.0,3567,3598,135,38.5,925,520,55,115,200,35,0,810,140
5350573.03,2021,103000.0,1120.0,6410,6441,530,25.5,1975,1185,240,45,205,180,125,1445,530
5350573.05,2021,106000.0,1430.0,5978,5585,365,38.4,1810,1370,55,45,185,100,50,1445,365
5350573.06,2021,107000.0,2020.0,4611,4598,105,47.6,1420,760,105,515,35,5,0,1335,100
5350573.07,2021,84000.0,1250.0,6129,5818,1095,37.9,2215,785,140,410,165,110,605,1125,1090
5350573.09,2021,111000.0,1410.0,6086,6060,365,36.1,1645,870,280,225,185,60,20,1280,365
5350573.10,2021,125000.0,1500.0,3168,3196,75,33.3,845,515,35,270,25,0,0,770,75
5350573.11,2021,121000.0,1820.0,4944,5082,175,38.2,1290,485,660,85,45,5,5,1115,180
5350574.00,2021,71000.0,1220.0,6640,6619,1750,40.9,3265,825,90,75,185,385,1700,1470,1750
5350575.01,2021,87000.0,1250.0,5985,5892,675,40.7,2010,305,675,190,40,680,120,1335,680
5350575.02,2021,64500.0,1240.0,4910,4698,1280,35.0,2030,400,225,30,145,260,980,725,1280
5350575.03,2021,95000.0,1500.0,6598,6703,595,33.3,2065,340,575,380,55,695,10,1465,595
5350575.04,2021,99000.0,1800.0,6562,6198,420,34.5,2050,585,665,505,125,170,0,1660,420
5350575.05,2021,103000.0,1600.0,6956,6932,270,31.5,2150,500,350,1135,150,25,0,1885,270
5350575.07,2021,123000.0,2580.0,3967,4075,110,36.4,1020,520,480,0,15,0,0,905,110
5350575.08,2021,112000.0,1500.0,5669,5561,375,36.0,1645,1055,120,95,115,255,0,1265,375
5350576.04,2021,131000.0,1780.0,4529,4398,60,25.0,1400,1205,10,125,50,10,0,1365,60
5350576.05,2021,109000.0,1500.0,6834,7022,290,31.0,1925,1050,120,255,415,75,10,1635,290
5350576.06,2021,116000.0,2100.0,8244,7300,440,35.2,2430,1150,300,755,165,55,0,1960,440
5350576.07,2021,113000.0,1760.0,4495,4573,170,44.1,1325,905,175,65,155,25,0,1140,170
5350576.09,2021,124000.0,1210.0,3966,3782,110,27.3,1245,715,175,300,45,5,0,1135,110
